Name;chrom;start;end;position;peakheight;nc;occ;fuzziness
N15:392176;chr15;392103;392249;"+1:YOR032W-A; ";4,06;5;78;14,053
N15:392325;chr15;392252;392398;"+14*:YOR033C; +2:YOR032W-A; -1:CUT371; ";3,24;5;78;26,655
N15:392492;chr15;392419;392565;"+13:YOR033C; +3*:YOR032W-A; +30*:YOR034C; 0:CUT371; ";3,55;5;80,33;17,038
N15:392661;chr15;392588;392734;"+12:YOR033C; +29:YOR034C; +1:CUT371; ";2,87;5;70;28,648
N15:392844;chr15;392771;392917;"+11:YOR033C; +28:YOR034C; +2*:CUT371; ";4,11;6;89;17,524
N15:393019;chr15;392946;393092;"+10:YOR033C; +27:YOR034C; ";3,05;5;100;25,352
N15:393264;chr15;393191;393337;"+9:YOR033C; +26:YOR034C; ";2,53;5;93;25,811
N15:393422;chr15;393349;393495;"+8:YOR033C; +25:YOR034C; ";1,12;3;100;28,589
N15:393612;chr15;393539;393685;"+7:YOR033C; +24:YOR034C; ";2,49;4;93,67;33,774
N15:393778;chr15;393705;393851;"+6:YOR033C; +23:YOR034C; ";3,70;6;94,5;25,618
N15:393962;chr15;393889;394035;"+5:YOR033C; +22:YOR034C; ";4,54;5;87;8,456
N15:394121;chr15;394048;394194;"+4:YOR033C; +21:YOR034C; ";3,10;5;94,75;20,327
N15:394270;chr15;394197;394343;"+3:YOR033C; +20:YOR034C; ";3,82;5;100;14,923
N15:394451;chr15;394378;394524;"+2:YOR033C; +19:YOR034C; ";5,62;6;98,75;6,834
N15:394636;chr15;394563;394709;"0:YOR033C; +18:YOR034C; ";4,13;6;71,75;24,003
N15:394905;chr15;394832;394978;"-1:YOR033C; +16:YOR034C; ";5,39;6;95,25;8,796
N15:395073;chr15;395000;395146;"+15:YOR034C; ";5,38;6;100;9,752
N15:395246;chr15;395173;395319;"+14:YOR034C; ";4,95;6;100;13,201
N15:395432;chr15;395359;395505;"+13:YOR034C; ";3,48;6;100;20,239
N15:395586;chr15;395513;395659;"+12:YOR034C; ";2,00;2;-1;0,707
N15:395874;chr15;395801;395947;"+10:YOR034C; ";3,87;5;92,67;15,258
N15:396065;chr15;395992;396138;"+9:YOR034C; ";4,03;6;100;27,919
N15:396235;chr15;396162;396308;"+8:YOR034C; ";3,63;6;74,5;26,072
N15:396436;chr15;396363;396509;"+7:YOR034C; ";3,61;6;91,5;28,069
N15:396695;chr15;396622;396768;"+5:YOR034C; ";2,88;4;100;25,859
N15:396999;chr15;396926;397072;"+3:YOR034C; ";3,70;4;78;8
N15:397316;chr15;397243;397389;"+3*:YOR034C-A; +1:YOR034C; -1:CUT372; ";4,07;5;98;12,558
N15:397626;chr15;397553;397699;"+1:YOR034C-A; +1:CUT372; +16*:YOR035C; ";3,72;4;61,5;7,588
N15:397810;chr15;397737;397883;"0:YOR034C-A; +2:CUT372; +15:YOR035C; ";4,40;6;89;15,565
N15:397980;chr15;397907;398053;"-1:YOR034C-A; +3*:CUT372; +14:YOR035C; ";3,34;5;100;18,708
N15:398177;chr15;398104;398250;"+13:YOR035C; ";2,23;4;100;47,736
N15:398353;chr15;398280;398426;"+12:YOR035C; ";3,90;6;100;21,585
N15:398539;chr15;398466;398612;"+11:YOR035C; ";4,42;6;91,75;17,193
N15:398820;chr15;398747;398893;"+9:YOR035C; ";4,63;6;90,25;14,801
N15:398998;chr15;398925;399071;"+8:YOR035C; ";4,72;5;100;6,504
N15:399299;chr15;399226;399372;"+6:YOR035C; ";3,59;5;93;16,1
N15:399453;chr15;399380;399526;"+5:YOR035C; ";3,39;5;74,33;22,443
N15:399738;chr15;399665;399811;"+3:YOR035C; ";5,53;6;83,5;7,815
N15:399909;chr15;399836;399982;"+2:YOR035C; ";5,81;6;99,25;4,803
N15:400080;chr15;400007;400153;"-1:YOR036W; +1:YOR035C; ";5,75;6;100;5,529
N15:400383;chr15;400310;400456;"+1:YOR036W; -1:YOR035C; ";3,63;4;100;8,77
N15:400532;chr15;400459;400605;"+2:YOR036W; ";5,66;6;100;6,432
N15:400698;chr15;400625;400771;"+3:YOR036W; ";5,85;6;100;4,243
N15:400855;chr15;400782;400928;"+4:YOR036W; ";5,62;6;100;6,831
N15:401002;chr15;400929;401075;"+5:YOR036W; ";2,28;3;92;16,743
N15:401160;chr15;401087;401233;"+6*:YOR036W; ";4,57;6;91,75;26,249
N15:401349;chr15;401276;401422;"-1:YOR037W; ";4,73;5;100;6,348
N15:401561;chr15;401488;401634;"+1:YOR037W; ";2,87;4;100;22,136
N15:401715;chr15;401642;401788;"+2:YOR037W; ";5,46;6;94,5;8,329
N15:401902;chr15;401829;401975;"+3:YOR037W; ";5,58;6;100;7,239
N15:402063;chr15;401990;402136;"+4:YOR037W; ";5,18;6;94,5;11,303
N15:402226;chr15;402153;402299;"+5:YOR037W; ";5,26;6;94,5;9,73
N15:402394;chr15;402321;402467;"+6:YOR037W; ";4,22;6;100;16,606
N15:402600;chr15;402527;402673;"+7*:YOR037W; ";4,32;6;88,25;15,783
N15:402952;chr15;402879;403025;"+15:YOR038C; ";3,16;4;100;15,607
N15:403131;chr15;403058;403204;"+14:YOR038C; ";3,78;6;60;20,197
N15:403313;chr15;403240;403386;"+13:YOR038C; ";3,07;4;100;16,601
N15:403519;chr15;403446;403592;"+12:YOR038C; ";3,64;6;100;28,11
N15:403759;chr15;403686;403832;"+11:YOR038C; ";3,55;6;100;21,134
N15:403942;chr15;403869;404015;"+10:YOR038C; ";4,76;5;78,67;6,042
N15:404253;chr15;404180;404326;"+8:YOR038C; ";4,07;6;97,25;25,089
N15:404400;chr15;404327;404473;"+7:YOR038C; ";3,27;4;89;13,5
N15:404550;chr15;404477;404623;"+6:YOR038C; ";4,03;5;79,33;13,405
N15:404704;chr15;404631;404777;"+5:YOR038C; ";5,42;6;100;9,187
N15:404869;chr15;404796;404942;"+4:YOR038C; ";5,83;6;82,75;4,457
N15:405042;chr15;404969;405115;"+3:YOR038C; ";4,23;5;100;11,113
N15:405206;chr15;405133;405279;"+2:YOR038C; ";2,74;4;75,5;18,464
N15:405385;chr15;405312;405458;"-1:YOR039W; +1:YOR038C; ";5,84;6;100;4,412
N15:405665;chr15;405592;405738;"+1:YOR039W; -1:YOR038C; ";4,69;5;83;6,892
N15:405829;chr15;405756;405902;"+2:YOR039W; ";5,70;6;100;6,033
N15:405981;chr15;405908;406054;"+3:YOR039W; ";3,66;4;100;8,347
N15:406159;chr15;406086;406232;"+4:YOR039W; ";3,63;6;91,75;20,983
N15:406325;chr15;406252;406398;"+5:YOR039W; ";4,14;5;67;12,137
N15:406488;chr15;406415;406561;"+6:YOR039W; ";5,35;6;90;9,501
N15:406824;chr15;406751;406897;"+5*:CUT839; +8*:YOR039W; +1:YOR040W; ";2,69;4;100;24,102
N15:407062;chr15;406989;407135;"+4:CUT839; +2*:YOR040W; ";2,93;5;99;27,39
N15:407371;chr15;407298;407444;"+2:CUT839; ";3,57;5;89;16,697
N15:407560;chr15;407487;407633;"+1:CUT839; ";3,46;6;100;33,487
N15:407728;chr15;407655;407801;"0:CUT839; ";2,95;4;71,5;24,13
N15:408017;chr15;407944;408090;"-1:SUT363; ";3,88;5;100;21,833
N15:408405;chr15;408332;408478;"+1:YOR042W; ";5,74;6;100;5,565
N15:408589;chr15;408516;408662;"+2:YOR042W; ";3,98;5;100;13,304
N15:408757;chr15;408684;408830;"+3:YOR042W; ";3,24;5;99,67;19,113
N15:408935;chr15;408862;409008;"+4:YOR042W; ";4,11;5;99;14,422
N15:409106;chr15;409033;409179;"+5:YOR042W; ";4,62;6;100;14,47
N15:409261;chr15;409188;409334;"+3*:CUT841; +6:YOR042W; ";3,31;5;67;33,269
N15:409420;chr15;409347;409493;"+2:CUT841; +7:YOR042W; ";3,87;6;98,75;28,254
N15:409580;chr15;409507;409653;"0:CUT841; +8*:YOR042W; ";2,96;5;89,33;26,129
N15:409781;chr15;409708;409854;"-1:CUT841; ";1,91;3;100;22,189
N15:409930;chr15;409857;410003;;5,04;6;100;11,1
N15:410219;chr15;410146;410292;"-1:YOR043W; ";5,66;6;100;6,504
N15:410525;chr15;410452;410598;"+1:YOR043W; ";3,20;6;82,75;25,701
N15:410725;chr15;410652;410798;"+2:YOR043W; ";1,00;2;22;47,376
N15:410961;chr15;410888;411034;"+3:YOR043W; ";3,15;4;70;14,841
N15:411122;chr15;411049;411195;"+4:YOR043W; ";3,85;5;89;29,445
N15:411292;chr15;411219;411365;"+5:YOR043W; ";4,72;5;63;6,535
N15:411453;chr15;411380;411526;"+6:YOR043W; ";1,99;2;58;2,121
N15:411604;chr15;411531;411677;"+7:YOR043W; ";2,13;4;76,5;43,78
N15:411816;chr15;411743;411889;"+8:YOR043W; ";3,69;5;89;33,957
N15:412094;chr15;412021;412167;"+10*:YOR043W; ";1,06;3;100;27,791
N15:412273;chr15;412200;412346;;4,78;6;86,25;14,662
N15:412462;chr15;412389;412535;;4,90;6;83,5;14,293
N15:412762;chr15;412689;412835;"+1:YOR044W; ";3,65;5;96,33;16,186
N15:412924;chr15;412851;412997;"+2:YOR044W; ";2,00;2;61;0,707
N15:413088;chr15;413015;413161;"+3:YOR044W; ";5,33;6;70;9,48
N15:413244;chr15;413171;413317;"+4:YOR044W; ";4,41;5;96,33;9,576
N15:413406;chr15;413333;413479;"+5:YOR044W; ";5,22;6;94,75;10,496
N15:413578;chr15;413505;413651;"+6*:YOR044W; -1:YOR045W; ";5,35;6;100;9,136
N15:413870;chr15;413797;413943;"+1:YOR045W; ";5,78;6;83,5;5,177
N15:414027;chr15;413954;414100;"-1:anti-YOR046C; +2:YOR045W; ";4,30;5;100;11,149
N15:414208;chr15;414135;414281;"+1:anti-YOR046C; +3*:YOR045W; ";3,28;4;89;13,736
N15:414509;chr15;414436;414582;"+3*:anti-YOR046C; ";2,50;3;100;13,077
N15:414663;chr15;414590;414736;"+9*:YOR046C; ";5,68;6;100;6,242
N15:414946;chr15;414873;415019;"+7:YOR046C; ";2,59;4;72,5;37,695
N15:415109;chr15;415036;415182;"+6:YOR046C; ";4,52;6;100;22,064
N15:415264;chr15;415191;415337;"+5:YOR046C; ";3,02;5;89;22,174
N15:415430;chr15;415357;415503;"+4:YOR046C; ";3,85;6;91,75;19,501
N15:415737;chr15;415664;415810;"+2:YOR046C; ";4,67;5;73,67;7,301
N15:415901;chr15;415828;415974;"+1:YOR046C; -1:SUT364; ";5,09;6;100;11,652
N15:416116;chr15;416043;416189;"-1:YOR046C; 0:SUT364; ";2,48;4;38,67;37,447
N15:416374;chr15;416301;416447;"+2:SUT364; +10:YOR047C; ";4,97;6;79,75;12,112
N15:416547;chr15;416474;416620;"+3*:SUT364; +9:YOR047C; ";2,24;3;64,5;17,616
N15:416701;chr15;416628;416774;"+8:YOR047C; ";2,65;5;74,33;34,896
N15:416855;chr15;416782;416928;"+7:YOR047C; ";3,74;6;72,75;24,468
N15:417167;chr15;417094;417240;"+5:YOR047C; ";3,23;5;100;26,829
N15:417461;chr15;417388;417534;"+3:YOR047C; ";2,45;3;100;13,65
N15:417625;chr15;417552;417698;"+2:YOR047C; ";4,71;6;100;15,646
N15:417798;chr15;417725;417871;"+1:YOR047C; ";3,75;6;74,75;22,176
N15:417966;chr15;417893;418039;"-1:YOR047C; -1:SUT365; ";1,00;1;100;0
N15:418200;chr15;418127;418273;"0:SUT365; ";3,85;5;100;24,866
N15:418460;chr15;418387;418533;"+2*:SUT365; ";2,68;3;43,5;10,017
N15:418661;chr15;418588;418734;"+19*:YOR048C; ";5,20;6;94,5;10,134
N15:418824;chr15;418751;418897;"+18:YOR048C; ";3,75;5;67;32,784
N15:419033;chr15;418960;419106;"+17:YOR048C; ";1,66;4;100;49,755
N15:419244;chr15;419171;419317;"+16:YOR048C; ";3,58;5;79,67;21,394
N15:419407;chr15;419334;419480;"+15:YOR048C; ";5,02;6;96,5;12,999
N15:419585;chr15;419512;419658;"+14:YOR048C; ";2,08;3;100;19,079
N15:419735;chr15;419662;419808;"+13:YOR048C; ";4,10;6;86,25;25,795
N15:419897;chr15;419824;419970;"+12:YOR048C; ";2,01;4;100;30,347
N15:420056;chr15;419983;420129;"+11:YOR048C; ";2,89;3;49;5,686
N15:420382;chr15;420309;420455;"+9:YOR048C; ";3,80;4;100;6,397
N15:420537;chr15;420464;420610;"+8:YOR048C; ";4,56;6;100;18,847
N15:420691;chr15;420618;420764;"+7:YOR048C; ";3,88;5;80,67;27,51
N15:420847;chr15;420774;420920;"+6:YOR048C; ";1,79;3;81;28,16
N15:421004;chr15;420931;421077;"+5:YOR048C; ";2,73;4;100;21,282
N15:421156;chr15;421083;421229;"+4:YOR048C; ";3,77;4;63,5;6,752
N15:421320;chr15;421247;421393;"+3:YOR048C; ";4,64;5;100;7,436
N15:421484;chr15;421411;421557;"+2:YOR048C; ";5,74;6;100;5,565
N15:421652;chr15;421579;421725;"+1:YOR048C; ";5,92;6;100;3,082
N15:421947;chr15;421874;422020;"-1:YOR048C; +1:CUT374; ";3,79;5;66;14,923
N15:422107;chr15;422034;422180;"+2*:CUT374; ";3,38;4;85,5;12,58
N15:422439;chr15;422366;422512;"+1:anti172; ";4,83;6;85,5;12,629
N15:422651;chr15;422578;422724;"+2:anti172; +9*:YOR049C; ";3,66;6;62,75;24,408
N15:422827;chr15;422754;422900;"+3:anti172; +8:YOR049C; ";3,60;6;100;27,616
N15:423134;chr15;423061;423207;"+5:anti172; +6:YOR049C; ";3,26;4;97;12,897
N15:423319;chr15;423246;423392;"+6:anti172; +5:YOR049C; ";4,88;5;96,33;4,278
N15:423612;chr15;423539;423685;"+8:anti172; +3:YOR049C; ";3,90;6;100;26,583
N15:423780;chr15;423707;423853;"+9:anti172; +2:YOR049C; ";4,05;5;92,67;13,766
N15:423929;chr15;423856;424002;"+10:anti172; +1:YOR049C; ";1,74;2;-1;12,728
N15:424123;chr15;424050;424196;"+11:anti172; -1:YOR049C; ";3,33;6;90,25;28,086
N15:424285;chr15;424212;424358;"+12:anti172; ";1,65;3;100;37,027
N15:424651;chr15;424578;424724;"+14*:anti172; ";2,95;3;78;3,786
N15:424812;chr15;424739;424885;"+9*:YOR051C; ";3,04;5;55,5;27,734
N15:424989;chr15;424916;425062;"+8:YOR051C; ";3,05;6;70,5;31,741
N15:425149;chr15;425076;425222;"+7:YOR051C; ";2,76;4;79,5;25,1
N15:425303;chr15;425230;425376;"+6:YOR051C; ";3,80;5;100;15,076
N15:425608;chr15;425535;425681;"+4:YOR051C; ";2,00;3;66;30,348
N15:425760;chr15;425687;425833;"+3:YOR051C; ";3,33;5;81;20,579
N15:425931;chr15;425858;426004;"+2:YOR051C; ";4,72;6;99;15,82
N15:426079;chr15;426006;426152;"+1:YOR051C; ";2,80;4;76,5;17,576
N15:426274;chr15;426201;426347;"-1:YOR051C; ";1,09;3;36,5;43,016
N15:426451;chr15;426378;426524;;2,66;4;61,5;36,023
N15:426655;chr15;426582;426728;;1,58;6;48,75;34,545
N15:426850;chr15;426777;426923;"+4*:YOR052C; ";4,09;6;99,25;18,338
N15:427011;chr15;426938;427084;"+3:YOR052C; ";2,85;5;85,33;22,742
N15:427175;chr15;427102;427248;"+2:YOR052C; ";3,55;5;100;17,094
N15:427351;chr15;427278;427424;"+1:YOR052C; ";4,60;6;100;14,801
N15:427653;chr15;427580;427726;;4,67;5;100;7,232
N15:428013;chr15;427940;428086;;2,72;4;76,33;22,301
N15:428179;chr15;428106;428252;"+12*:YOR054C; ";5,05;6;100;11,075
N15:428356;chr15;428283;428429;"+11:YOR054C; ";4,36;6;100;18,504
N15:428513;chr15;428440;428586;"+10:YOR054C; ";4,82;6;96;21,526
N15:428674;chr15;428601;428747;"+9:YOR054C; ";2,14;3;28;18,083
N15:428988;chr15;428915;429061;"+7:YOR054C; ";4,73;5;89;6,348
N15:429145;chr15;429072;429218;"+6:YOR054C; ";4,60;5;91,67;8,136
N15:429304;chr15;429231;429377;"+5:YOR054C; ";3,11;5;65;24,641
N15:429642;chr15;429569;429715;"+3:YOR054C; ";4,26;6;98,5;16,339
N15:429798;chr15;429725;429871;"+2:YOR054C; ";3,50;4;100;10,614
N15:429969;chr15;429896;430042;"+1:YOR054C; ";3,91;5;92,67;21,107
N15:430128;chr15;430055;430201;"-1:YOR054C; ";2,00;2;80,5;1,414
N15:430296;chr15;430223;430369;"+9*:YOR056C; ";4,95;6;100;12,849
N15:430455;chr15;430382;430528;"+8:YOR056C; ";5,51;6;100;7,782
N15:430630;chr15;430557;430703;"+7:YOR056C; ";5,03;6;91,75;11,788
N15:430851;chr15;430778;430924;"+6:YOR056C; ";2,38;5;92,25;34,749
N15:431059;chr15;430986;431132;"+5:YOR056C; ";1,40;3;79;34,646
N15:431213;chr15;431140;431286;"+4:YOR056C; ";4,98;6;100;12,061
N15:431362;chr15;431289;431435;"+3:YOR056C; ";3,78;4;100;6,658
N15:431677;chr15;431604;431750;"+1:YOR056C; ";5,27;6;100;9,933
N15:431926;chr15;431853;431999;"-1:YOR057W; -1:YOR056C; ";5,74;6;100;5,601
N15:432176;chr15;432103;432249;"+1:YOR057W; ";3,34;5;92,67;20,917
N15:432335;chr15;432262;432408;"+2:YOR057W; ";5,19;6;100;10,708
N15:432508;chr15;432435;432581;"+3:YOR057W; ";4,43;5;62;9,685
N15:432683;chr15;432610;432756;"+4:YOR057W; ";4,31;5;87;10,668
N15:432837;chr15;432764;432910;"+5:YOR057W; ";4,98;6;81;12,066
N15:433010;chr15;432937;433083;"+6:YOR057W; ";3,09;4;61,5;17,727
N15:433178;chr15;433105;433251;"+7:YOR057W; ";2,86;4;100;22,196
N15:433331;chr15;433258;433404;"+8*:YOR057W; ";3,31;5;78;22,264
N15:433498;chr15;433425;433571;"+19*:YOR058C; ";2,94;3;89,5;4,163
N15:433771;chr15;433698;433844;"+17:YOR058C; ";2,58;5;46,33;26,696
N15:433929;chr15;433856;434002;"+16:YOR058C; ";2,91;5;100;22,687
N15:434080;chr15;434007;434153;"+15:YOR058C; ";2,45;3;66;13,748
N15:434244;chr15;434171;434317;"+14:YOR058C; ";4,04;6;100;18,439
N15:434405;chr15;434332;434478;"+13:YOR058C; ";3,99;5;63;25,918
N15:434691;chr15;434618;434764;"+11:YOR058C; ";1,62;2;-1;15,556
N15:434872;chr15;434799;434945;"+10:YOR058C; ";3,47;6;84,75;26,825
N15:435062;chr15;434989;435135;"+9:YOR058C; ";1,66;4;68,67;31,864
N15:435249;chr15;435176;435322;"+8:YOR058C; ";4,08;5;92,67;13,405
N15:435402;chr15;435329;435475;"+7:YOR058C; ";3,14;5;77;29,752
N15:435565;chr15;435492;435638;"+6:YOR058C; ";3,74;6;99,25;41,851
N15:435774;chr15;435701;435847;"+5:YOR058C; ";5,29;6;100;9,543
N15:435934;chr15;435861;436007;"+4:YOR058C; ";3,39;5;93;21,916
N15:436124;chr15;436051;436197;"+3:YOR058C; ";2,72;3;87;9,292
N15:436283;chr15;436210;436356;"+2:YOR058C; ";5,86;6;98;4,021
N15:436452;chr15;436379;436525;"+1:YOR058C; ";4,67;5;66,67;7,05
N15:436725;chr15;436652;436798;"-1:YOR058C; ";2,91;3;0;5,033
N15:436966;chr15;436893;437039;;3,52;4;77;10,344
N15:437146;chr15;437073;437219;;5,10;6;89,25;11,362
N15:437317;chr15;437244;437390;;4,10;6;94,75;24,542
N15:437469;chr15;437396;437542;;3,03;4;56;19,449
N15:437642;chr15;437569;437715;;3,91;5;87;16,103
N15:437805;chr15;437732;437878;;4,71;6;72,5;16,885
N15:437992;chr15;437919;438065;;5,69;6;100;6,08
N15:438153;chr15;438080;438226;;5,91;6;100;3,266
N15:438329;chr15;438256;438402;;3,72;4;40;7,506
N15:438500;chr15;438427;438573;;3,26;4;59,67;12,936
N15:438775;chr15;438702;438848;"+11*:YOR059C; ";1,00;1;-2;0
N15:439050;chr15;438977;439123;"+9:YOR059C; +14*:YOR060C; ";3,90;5;88,67;19,531
N15:439370;chr15;439297;439443;"+7:YOR059C; +12:YOR060C; ";2,85;4;99,67;32,294
N15:439675;chr15;439602;439748;"+5:YOR059C; +10:YOR060C; ";2,74;4;100;26,445
N15:439830;chr15;439757;439903;"+4:YOR059C; +9:YOR060C; ";3,19;5;100;25,677
N15:440089;chr15;440016;440162;"+2:YOR059C; +7:YOR060C; ";2,66;4;80,5;20,042
N15:440267;chr15;440194;440340;"+1:YOR059C; +6:YOR060C; ";5,28;6;100;9,695
N15:440479;chr15;440406;440552;"-1:YOR059C; +5:YOR060C; ";4,14;5;99;13,008
N15:440642;chr15;440569;440715;"+4:YOR060C; ";4,05;5;100;13,027
N15:440815;chr15;440742;440888;"+3:YOR060C; ";5,82;6;100;4,637
N15:440975;chr15;440902;441048;"+2:YOR060C; ";5,84;6;91,75;4,355
N15:441145;chr15;441072;441218;"-1:YOR061W; +1:YOR060C; ";5,71;6;100;6,025
N15:441436;chr15;441363;441509;"+1:YOR061W; -1:YOR060C; ";4,86;5;91,67;4,494
N15:441603;chr15;441530;441676;"+2:YOR061W; ";5,79;6;100;5,06
N15:441770;chr15;441697;441843;"+3:YOR061W; ";3,99;5;66;13,255
N15:442077;chr15;442004;442150;"+5:YOR061W; ";2,86;5;100;28,376
N15:442225;chr15;442152;442298;"+6:YOR061W; ";3,97;4;73;2,38
N15:442391;chr15;442318;442464;"+7:YOR061W; ";5,26;6;91,75;9,812
N15:442546;chr15;442473;442619;"+8:YOR061W; ";4,32;6;65,25;16,415
N15:442697;chr15;442624;442770;"+7*:YOR062C; +9*:YOR061W; ";1,81;4;89,5;37,125
N15:442864;chr15;442791;442937;"+6:YOR062C; ";3,35;5;100;25,898
N15:443042;chr15;442969;443115;"+5:YOR062C; ";3,69;5;100;25,183
N15:443210;chr15;443137;443283;"+4:YOR062C; ";4,31;6;100;22,097
N15:443383;chr15;443310;443456;"+3:YOR062C; ";2,43;3;89;14,224
N15:443539;chr15;443466;443612;"+2:YOR062C; ";3,56;5;100;18,119
N15:443823;chr15;443750;443896;"0:YOR062C; ";1,84;2;100;9,899
N15:443976;chr15;443903;444049;"-1:YOR062C; -1:SUT367; ";1,00;1;97;0
N15:444168;chr15;444095;444241;"+1:SUT367; ";2,71;4;100;19,015
N15:444327;chr15;444254;444400;"+2:SUT367; ";2,89;6;100;39,161
N15:444528;chr15;444455;444601;"-1:YOR063W; +3*:SUT367; ";1,99;2;100;2,121
N15:444714;chr15;444641;444787;"+1:YOR063W; ";3,28;6;83,5;32,65
N15:444961;chr15;444888;445034;"+2:YOR063W; ";2,36;5;74,33;37,453
N15:445171;chr15;445098;445244;"+3:YOR063W; ";2,45;4;54,5;30,447
N15:445329;chr15;445256;445402;"+4:YOR063W; ";3,66;5;37,33;15,953
N15:445602;chr15;445529;445675;"+6:YOR063W; ";2,61;5;61,67;26,651
N15:445784;chr15;445711;445857;"+7:YOR063W; ";4,26;6;82,75;25,231
N15:445955;chr15;445882;446028;"+6*:YOR064C; +8*:YOR063W; ";2,74;3;12;9
N15:446120;chr15;446047;446193;"+5:YOR064C; ";4,50;6;97,25;28,836
N15:446411;chr15;446338;446484;"+3:YOR064C; ";2,71;3;100;9,452
N15:446578;chr15;446505;446651;"+2:YOR064C; ";5,93;6;100;2,805
N15:446742;chr15;446669;446815;"+1:YOR064C; ";5,53;6;100;7,823
N15:446940;chr15;446867;447013;"-1:YOR064C; -1:YOR065W; ";2,92;3;89,5;5
N15:447120;chr15;447047;447193;"+1:YOR065W; ";4,95;6;89,25;12,549
N15:447303;chr15;447230;447376;"+7*:SUT777; +2:YOR065W; ";3,53;4;89,5;9,832
N15:447493;chr15;447420;447566;"+6:SUT777; +3:YOR065W; ";3,65;6;100;19,408
N15:447781;chr15;447708;447854;"+4:SUT777; +5:YOR065W; ";3,73;6;100;22,051
N15:447973;chr15;447900;448046;"+3:SUT777; +6:YOR065W; ";3,03;4;58,5;15,414
N15:448132;chr15;448059;448205;"+2:SUT777; +7:YOR065W; ";2,20;5;100;29,972
N15:448292;chr15;448219;448365;"+1:SUT777; +8:YOR065W; ";3,50;6;86,5;27,818
N15:448598;chr15;448525;448671;"-1:SUT777; 0:Unit600; +10:YOR065W; ";2,28;4;100;26,969
N15:448756;chr15;448683;448829;"+1:Unit600; +11*:YOR065W; +1*:Unit563; ";3,89;4;56;4,646
N15:448928;chr15;448855;449001;"+2*:Unit600; 0:Unit563; ";2,43;4;89;28,827
N15:449208;chr15;449135;449281;"0:YOR066W; ";3,00;6;94,75;29,44
N15:449560;chr15;449487;449633;"+2:YOR066W; ";4,96;6;100;12,719
N15:449715;chr15;449642;449788;"+3:YOR066W; ";3,82;4;100;5,916
N15:449898;chr15;449825;449971;"+4:YOR066W; ";3,42;5;99;17,315
N15:450081;chr15;450008;450154;"+5:YOR066W; ";2,25;3;100;16,563
N15:450240;chr15;450167;450313;"+6:YOR066W; ";4,08;6;91,75;19,786
N15:450390;chr15;450317;450463;"+7:YOR066W; ";1,79;2;67;11,314
N15:450545;chr15;450472;450618;"+8:YOR066W; ";3,91;5;100;20,543
N15:450706;chr15;450633;450779;"+9:YOR066W; ";3,85;5;100;16,568
N15:450869;chr15;450796;450942;"+10:YOR066W; ";2,39;5;92,67;33,201
N15:451018;chr15;450945;451091;"+11:YOR066W; ";3,57;5;89;33,544
N15:451255;chr15;451182;451328;;3,88;6;100;20,183
N15:451588;chr15;451515;451661;;2,88;5;57,67;23,692
N15:451765;chr15;451692;451838;;2,01;3;100;28,583
N15:451941;chr15;451868;452014;;3,22;5;93;19,627
N15:452134;chr15;452061;452207;;2,70;6;100;35,172
N15:452368;chr15;452295;452441;"+8*:YOR067C; ";2,22;4;50,5;37,739
N15:452635;chr15;452562;452708;"+6:YOR067C; ";4,53;5;93;8,66
N15:452802;chr15;452729;452875;"+5:YOR067C; ";3,61;4;80,5;9,345
N15:452953;chr15;452880;453026;"+4:YOR067C; ";3,02;5;82;37,597
N15:453119;chr15;453046;453192;"+3:YOR067C; ";4,41;5;87;9,915
N15:453302;chr15;453229;453375;"+2:YOR067C; ";4,17;6;100;19,614
N15:453467;chr15;453394;453540;"-1:YOR069W; +1:YOR067C; ";5,71;6;100;5,981
N15:453743;chr15;453670;453816;"+1:YOR069W; -1:YOR067C; +4*:YOR068C; ";5,56;6;86,5;7,43
N15:453905;chr15;453832;453978;"+2:YOR069W; +3:YOR068C; ";4,99;6;79,5;12,095
N15:454066;chr15;453993;454139;"+3:YOR069W; +2:YOR068C; ";3,64;5;97,33;15,897
N15:454244;chr15;454171;454317;"+4:YOR069W; +1:YOR068C; ";4,32;5;92,67;10,474
N15:454546;chr15;454473;454619;"+6:YOR069W; -1:YOR068C; ";3,63;6;75,5;23,789
N15:454755;chr15;454682;454828;"+7:YOR069W; ";2,35;6;95,75;45,274
N15:455019;chr15;454946;455092;"+9:YOR069W; ";3,21;5;78;27,725
N15:455292;chr15;455219;455365;"+11:YOR069W; ";3,61;5;98,67;17,992
N15:455441;chr15;455368;455514;"+12:YOR069W; ";3,33;5;100;32,599
N15:455616;chr15;455543;455689;"+13:YOR069W; ";1,88;2;97;8,485
N15:455765;chr15;455692;455838;"+14*:YOR069W; ";4,45;6;100;16,306
N15:455952;chr15;455879;456025;"+13*:YOR070C; ";3,48;5;100;30,295
N15:456127;chr15;456054;456200;"+12:YOR070C; ";1,67;3;100;30,447
N15:456318;chr15;456245;456391;"+11:YOR070C; ";2,92;4;88,5;17,474
N15:456500;chr15;456427;456573;"+10:YOR070C; ";5,40;6;100;8,733
N15:456650;chr15;456577;456723;"+9:YOR070C; ";2,02;4;98,5;42,074
N15:456806;chr15;456733;456879;"+8:YOR070C; ";3,33;5;100;22,523
N15:456962;chr15;456889;457035;"+7:YOR070C; ";5,48;6;100;8,216
N15:457132;chr15;457059;457205;"+6:YOR070C; ";3,50;4;100;10,504
